Property ID,BHK,Bathrooms,Area,Furnished Status,Lawn,Lift,Swimming Pool,Gym,Car Parking,Fresh Water Supply,Regular Electricity,Price,Price per sq. ft.
PROP-9614,2,2,1224,Semi-Furnished,No,No,Yes,Yes,Open,Yes,Yes,11351376,9274
PROP-9615,5,6,8985,Semi-Furnished,Yes,Yes,Yes,Yes,Private Garage,Yes,No,101341815,11279
PROP-9616,1,1,755,Semi-Furnished,Yes,Yes,No,Yes,,Yes,Yes,6137395,8129
PROP-9617,4,4,4539,Semi-Furnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,52997364,11676
PROP-9618,1,2,615,Fully Furnished,No,Yes,No,Yes,,No,No,4632795,7533
PROP-9619,3,4,2420,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,No,25557620,10561
PROP-9620,3,3,2207,Semi-Furnished,No,Yes,No,No,Open,Yes,Yes,20178601,9143
PROP-9621,3,3,2130,Semi-Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,21163680,9936
PROP-9622,3,3,1620,Unfurnished,No,Yes,No,No,Covered,Yes,Yes,15582780,9619
PROP-9623,1,1,738,Unfurnished,No,Yes,No,No,Open,Yes,Yes,6420600,8700
PROP-9624,3,3,2284,Unfurnished,No,Yes,No,No,Open,Yes,Yes,24240092,10613
PROP-9625,1,2,823,Unfurnished,No,Yes,No,Yes,Open,Yes,Yes,7290957,8859
PROP-9626,1,1,498,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,5240454,10523
PROP-9627,2,2,926,Fully Furnished,No,No,No,Yes,Open,Yes,Yes,8268254,8929
PROP-9628,5,5,9271,Fully Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,110482507,11917
PROP-9629,2,3,1237,Semi-Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,14117881,11413
PROP-9630,2,3,1371,Fully Furnished,Yes,No,Yes,Yes,Covered,Yes,Yes,16102395,11745
PROP-9631,2,3,1403,Unfurnished,No,Yes,Yes,Yes,Covered,Yes,Yes,12819211,9137
PROP-9632,1,2,467,Semi-Furnished,No,Yes,Yes,Yes,,Yes,Yes,4555585,9755
PROP-9633,2,3,1237,Fully Furnished,Yes,No,No,Yes,Open,Yes,Yes,14575571,11783
PROP-9634,2,2,1403,Semi-Furnished,No,No,No,Yes,Open,Yes,Yes,14410213,10271
PROP-9635,3,3,2005,Fully Furnished,No,Yes,No,No,Open,Yes,Yes,19368300,9660
PROP-9636,2,3,975,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,8637525,8859
PROP-9637,4,4,3942,Fully Furnished,Yes,Yes,No,No,Covered,Yes,Yes,40732686,10333
PROP-9638,2,2,934,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,9243798,9897
PROP-9639,3,3,2059,Semi-Furnished,Yes,Yes,No,No,Open,No,Yes,17736226,8614
PROP-9640,2,2,1334,Fully Furnished,No,Yes,No,No,Open,Yes,Yes,15148904,11356
PROP-9641,1,2,568,Unfurnished,No,Yes,No,No,Open,Yes,Yes,6205968,10926
PROP-9642,1,1,592,Fully Furnished,No,Yes,Yes,Yes,,Yes,Yes,5387792,9101
PROP-9643,3,3,2360,Unfurnished,No,Yes,No,No,Open,Yes,No,16822080,7128
PROP-9644,5,5,8137,Fully Furnished,Yes,No,No,No,Covered,Yes,Yes,83957566,10318
PROP-9645,4,5,3533,Fully Furnished,Yes,Yes,Yes,Yes,Covered,No,Yes,51518206,14582
PROP-9646,2,2,1069,Semi-Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,9322749,8721
PROP-9647,2,2,1140,Unfurnished,No,Yes,Yes,Yes,Covered,Yes,Yes,9573720,8398
PROP-9648,3,3,2372,Unfurnished,No,Yes,Yes,Yes,Covered,Yes,Yes,20551008,8664
PROP-9649,5,5,8222,Semi-Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,86816098,10559
PROP-9650,2,3,1399,Semi-Furnished,No,No,Yes,Yes,Open,Yes,Yes,10667375,7625
PROP-9651,3,3,1830,Unfurnished,No,Yes,No,No,Open,Yes,Yes,17758320,9704
PROP-9652,2,3,1205,Unfurnished,No,Yes,No,Yes,Covered,Yes,Yes,9032680,7496
PROP-9653,4,4,3350,Fully Furnished,Yes,Yes,Yes,Yes,Private Garage,Yes,Yes,40803000,12180
PROP-9654,2,2,1062,Fully Furnished,No,Yes,No,No,Open,No,Yes,10906740,10270
PROP-9655,3,3,1572,Fully Furnished,Yes,Yes,No,No,Covered,Yes,Yes,18194328,11574
PROP-9656,2,3,1357,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,12043375,8875
PROP-9657,5,6,8461,Unfurnished,Yes,No,No,No,Private Garage,Yes,Yes,77655058,9178
PROP-9658,3,4,1789,Fully Furnished,No,Yes,No,No,Open,Yes,Yes,14823654,8286
PROP-9659,2,3,980,Semi-Furnished,No,Yes,No,Yes,Open,Yes,Yes,8415260,8587
PROP-9660,4,5,4575,Semi-Furnished,Yes,Yes,Yes,Yes,Private Garage,No,Yes,47149950,10306
PROP-9661,1,1,580,Semi-Furnished,No,Yes,No,Yes,Open,Yes,Yes,4579100,7895
PROP-9662,2,3,1045,Semi-Furnished,No,Yes,No,Yes,Covered,No,Yes,10151130,9714
PROP-9663,3,4,2588,Unfurnished,Yes,Yes,No,Yes,Open,Yes,Yes,22158456,8562
PROP-9664,2,3,923,Semi-Furnished,No,Yes,Yes,Yes,Open,Yes,No,8743579,9473
PROP-9665,2,2,1181,Semi-Furnished,No,Yes,No,No,Open,Yes,Yes,8061506,6826
PROP-9666,3,3,1870,Fully Furnished,No,Yes,No,Yes,Open,Yes,No,16988950,9085
PROP-9667,3,3,2119,Semi-Furnished,No,Yes,No,No,Covered,Yes,Yes,20183475,9525
PROP-9668,1,1,566,Unfurnished,No,Yes,No,No,Open,Yes,Yes,4939482,8727
PROP-9669,5,5,7785,Semi-Furnished,Yes,No,No,No,Private Garage,Yes,Yes,76728960,9856
PROP-9670,3,4,2163,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,27381417,12659
PROP-9671,2,2,1058,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,10789484,10198
PROP-9672,3,3,2527,Semi-Furnished,No,Yes,No,Yes,Covered,Yes,Yes,20751724,8212
PROP-9673,2,2,1450,Semi-Furnished,Yes,Yes,No,No,Covered,Yes,Yes,16793900,11582
PROP-9674,3,3,1667,Fully Furnished,No,Yes,No,No,Open,Yes,Yes,17511835,10505
PROP-9675,3,3,1981,Unfurnished,No,Yes,No,No,Covered,Yes,Yes,21127365,10665
PROP-9676,2,3,1283,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,15616676,12172
PROP-9677,1,2,592,Semi-Furnished,No,Yes,No,Yes,Open,Yes,Yes,6117728,10334
PROP-9678,5,6,8491,Fully Furnished,Yes,Yes,Yes,Yes,Private Garage,Yes,Yes,97587063,11493
PROP-9679,3,3,2206,Semi-Furnished,No,Yes,No,No,Covered,Yes,No,15892024,7204
PROP-9680,2,2,1384,Semi-Furnished,No,No,No,Yes,Open,Yes,Yes,9031984,6526
PROP-9681,3,3,1604,Fully Furnished,No,No,No,No,Covered,Yes,No,11662684,7271
PROP-9682,3,3,1842,Semi-Furnished,No,Yes,No,No,Covered,Yes,Yes,15270180,8290
PROP-9683,3,3,2423,Semi-Furnished,Yes,Yes,No,No,Covered,Yes,Yes,28261872,11664
PROP-9684,3,4,1903,Fully Furnished,No,Yes,No,No,Open,Yes,Yes,22166144,11648
PROP-9685,3,4,1760,Semi-Furnished,No,Yes,No,No,Covered,Yes,Yes,13849440,7869
PROP-9686,3,4,1682,Fully Furnished,Yes,Yes,No,No,Covered,Yes,Yes,18034404,10722
PROP-9687,2,3,936,Unfurnished,No,Yes,No,No,Open,Yes,Yes,7679880,8205
PROP-9688,1,1,460,Fully Furnished,Yes,Yes,No,Yes,,Yes,Yes,5857640,12734
PROP-9689,2,3,1342,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,14878754,11087
PROP-9690,5,5,6466,Fully Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,65798016,10176
PROP-9691,3,3,1743,Semi-Furnished,No,Yes,No,No,Open,Yes,Yes,14620284,8388
PROP-9692,3,3,1671,Semi-Furnished,No,Yes,No,No,Covered,Yes,Yes,14282037,8547
PROP-9693,3,4,2536,Semi-Furnished,No,Yes,No,Yes,Covered,Yes,Yes,22785960,8985
PROP-9694,3,3,2177,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,26720498,12274
PROP-9695,3,4,1712,Semi-Furnished,No,Yes,No,Yes,Open,Yes,Yes,13341616,7793
PROP-9696,3,3,1848,Semi-Furnished,No,Yes,No,No,Open,Yes,Yes,17984736,9732
PROP-9697,5,5,9492,Fully Furnished,Yes,Yes,No,No,Covered,Yes,Yes,101602368,10704
PROP-9698,4,4,4612,Unfurnished,Yes,Yes,No,No,Covered,Yes,Yes,39321912,8526
PROP-9699,2,2,1069,Fully Furnished,No,Yes,No,Yes,Covered,Yes,Yes,13021489,12181
PROP-9700,2,2,951,Unfurnished,Yes,Yes,Yes,Yes,Open,Yes,Yes,8620815,9065
PROP-9701,2,2,1186,Unfurnished,No,Yes,Yes,Yes,Covered,Yes,Yes,14509524,12234
PROP-9702,5,6,8741,Unfurnished,Yes,Yes,No,Yes,Covered,Yes,Yes,76483750,8750
PROP-9703,1,2,615,Fully Furnished,No,Yes,No,No,,Yes,Yes,4968585,8079
PROP-9704,3,3,2494,Semi-Furnished,No,Yes,No,Yes,Open,No,Yes,16348170,6555
PROP-9705,2,3,1355,Unfurnished,No,Yes,No,No,Open,Yes,Yes,9891500,7300
PROP-9706,3,3,1901,Semi-Furnished,Yes,Yes,No,No,Covered,Yes,Yes,15639527,8227
PROP-9707,5,5,7209,Fully Furnished,Yes,Yes,Yes,Yes,Private Garage,Yes,Yes,83869506,11634
PROP-9708,2,2,987,Semi-Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,7553511,7653
PROP-9709,5,6,7980,Semi-Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,99183420,12429
PROP-9710,1,1,696,Semi-Furnished,No,Yes,No,No,Open,Yes,No,5895120,8470
PROP-9711,3,3,2220,Semi-Furnished,No,Yes,No,Yes,Covered,Yes,Yes,18614700,8385
PROP-9712,2,2,1167,Unfurnished,No,Yes,No,No,Covered,Yes,Yes,11394588,9764
PROP-9713,4,4,4922,Unfurnished,Yes,Yes,No,No,Covered,Yes,Yes,55293748,11234
PROP-9714,1,1,460,Unfurnished,No,Yes,No,Yes,Open,Yes,Yes,5056320,10992
PROP-9715,2,2,947,Semi-Furnished,No,Yes,No,No,Covered,Yes,Yes,7753089,8187
PROP-9716,3,3,1588,Fully Furnished,No,Yes,No,Yes,Covered,Yes,Yes,15321024,9648
PROP-9717,3,4,2459,Unfurnished,No,Yes,No,No,Open,Yes,Yes,24951473,10147
PROP-9718,5,5,6143,Semi-Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,76719927,12489
PROP-9719,2,2,1131,Fully Furnished,No,Yes,No,No,Open,Yes,Yes,12961260,11460
PROP-9720,4,5,2919,Semi-Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,39108762,13398
PROP-9721,4,5,4638,Semi-Furnished,Yes,Yes,Yes,Yes,Private Garage,Yes,Yes,62974764,13578
PROP-9722,2,2,1394,Semi-Furnished,No,Yes,No,No,Open,Yes,Yes,11716570,8405
PROP-9723,2,2,1165,Unfurnished,Yes,Yes,No,Yes,Covered,Yes,No,11737375,10075
PROP-9724,3,4,2499,Semi-Furnished,No,Yes,No,No,Covered,Yes,Yes,22970808,9192
PROP-9725,4,4,4401,Fully Furnished,Yes,Yes,No,No,Covered,Yes,Yes,53265303,12103
PROP-9726,4,4,3049,Fully Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,34813482,11418
PROP-9727,2,2,939,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,10468911,11149
PROP-9728,1,1,622,Fully Furnished,No,Yes,Yes,Yes,,Yes,Yes,5740438,9229
PROP-9729,3,3,2381,Semi-Furnished,No,Yes,No,Yes,Covered,Yes,Yes,21414714,8994
PROP-9730,5,6,9499,Unfurnished,Yes,No,No,No,Private Garage,Yes,Yes,90012524,9476
PROP-9731,4,4,2880,Semi-Furnished,Yes,Yes,Yes,Yes,Private Garage,Yes,Yes,33618240,11673
PROP-9732,4,4,4839,Unfurnished,Yes,Yes,No,Yes,Covered,Yes,Yes,41208924,8516
PROP-9733,3,3,2210,Fully Furnished,No,Yes,No,No,Open,Yes,Yes,17509830,7923
PROP-9734,4,5,3053,Unfurnished,Yes,Yes,No,No,Private Garage,Yes,Yes,28734836,9412
PROP-9735,2,2,1150,Semi-Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,11475850,9979
PROP-9736,3,3,1668,Semi-Furnished,No,Yes,No,No,Covered,Yes,Yes,16708356,10017
PROP-9737,2,3,948,Semi-Furnished,No,Yes,No,Yes,Covered,Yes,No,8551908,9021
PROP-9738,2,2,1420,Unfurnished,No,Yes,No,Yes,Open,Yes,Yes,14398800,10140
PROP-9739,2,3,1088,Unfurnished,No,Yes,No,Yes,Open,Yes,Yes,8751872,8044
PROP-9740,2,3,982,Unfurnished,No,Yes,No,No,Covered,Yes,Yes,7856000,8000
PROP-9741,2,2,1023,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,9862743,9641
PROP-9742,1,1,451,Semi-Furnished,No,No,No,No,Open,Yes,Yes,3717593,8243
PROP-9743,2,2,1384,Semi-Furnished,No,Yes,No,No,Covered,Yes,Yes,12251168,8852
PROP-9744,3,3,1965,Unfurnished,No,Yes,No,No,Open,Yes,Yes,18679290,9506
PROP-9745,3,3,1642,Semi-Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,14464378,8809
PROP-9746,2,3,971,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,10745086,11066
PROP-9747,3,4,2177,Fully Furnished,No,Yes,No,No,Open,Yes,Yes,23326555,10715
PROP-9748,1,1,613,Unfurnished,No,Yes,Yes,Yes,Open,Yes,No,5714999,9323
PROP-9749,4,4,3782,Fully Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,46030722,12171
PROP-9750,4,4,4951,Fully Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,63655007,12857
PROP-9751,1,1,787,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,8631029,10967
PROP-9752,5,5,7983,Semi-Furnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,103810932,13004
PROP-9753,3,3,2423,Unfurnished,No,Yes,Yes,Yes,Open,No,Yes,28366061,11707
PROP-9754,5,6,7055,Unfurnished,Yes,Yes,Yes,Yes,Covered,Yes,No,66408715,9413
PROP-9755,3,4,2505,Semi-Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,24150705,9641
PROP-9756,3,3,1906,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,23500980,12330
PROP-9757,3,3,1876,Semi-Furnished,No,Yes,No,Yes,Covered,Yes,Yes,20870500,11125
PROP-9758,5,5,6115,Fully Furnished,Yes,Yes,Yes,Yes,Private Garage,Yes,Yes,90667105,14827
PROP-9759,1,2,735,Unfurnished,No,Yes,No,No,Open,Yes,Yes,6326880,8608
PROP-9760,5,5,5864,Semi-Furnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,75352400,12850
PROP-9761,5,5,8669,Unfurnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,108007071,12459
PROP-9762,3,3,2399,Semi-Furnished,Yes,No,No,No,Open,Yes,Yes,28670449,11951
PROP-9763,3,3,1983,Semi-Furnished,No,No,No,Yes,Open,Yes,Yes,14947854,7538
PROP-9764,3,3,2566,Unfurnished,No,Yes,No,No,Open,Yes,No,16483984,6424
PROP-9765,3,3,1709,Semi-Furnished,No,No,Yes,Yes,Open,Yes,Yes,16426908,9612
PROP-9766,3,3,2066,Unfurnished,Yes,Yes,No,Yes,Covered,Yes,Yes,24816792,12012
PROP-9767,3,4,2182,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,18200062,8341
PROP-9768,2,2,1316,Semi-Furnished,Yes,Yes,No,No,Open,Yes,Yes,13408724,10189
PROP-9769,5,5,7963,Unfurnished,Yes,Yes,No,No,Covered,Yes,Yes,94711922,11894
PROP-9770,2,2,1330,Semi-Furnished,No,Yes,No,Yes,Open,No,Yes,14274890,10733
PROP-9771,2,2,1138,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,14787172,12994
PROP-9772,3,3,2349,Unfurnished,Yes,Yes,Yes,Yes,Open,Yes,Yes,27899073,11877
PROP-9773,4,4,3047,Unfurnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,32736968,10744
PROP-9774,3,3,2175,Fully Furnished,Yes,Yes,Yes,Yes,Open,Yes,Yes,22028400,10128
PROP-9775,3,4,2426,Semi-Furnished,No,Yes,No,Yes,Open,Yes,Yes,17428384,7184
PROP-9776,1,1,670,Semi-Furnished,No,Yes,No,Yes,,Yes,No,3314490,4947
PROP-9777,1,1,587,Semi-Furnished,Yes,Yes,No,Yes,Open,Yes,Yes,4481158,7634
PROP-9778,5,6,6569,Semi-Furnished,Yes,Yes,No,No,Covered,Yes,Yes,56243778,8562
PROP-9779,3,3,1873,Unfurnished,No,Yes,No,No,Covered,Yes,Yes,14017532,7484
PROP-9780,3,3,2377,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,24552033,10329
PROP-9781,1,2,588,Unfurnished,Yes,Yes,No,No,Open,Yes,Yes,6462120,10990
PROP-9782,2,2,1264,Unfurnished,No,No,Yes,Yes,Covered,Yes,Yes,10808464,8551
PROP-9783,1,1,530,Fully Furnished,No,Yes,No,No,Open,No,No,5184990,9783
PROP-9784,2,2,1405,Semi-Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,12982200,9240
PROP-9785,5,5,6849,Unfurnished,Yes,Yes,No,Yes,Covered,Yes,Yes,69284484,10116
PROP-9786,3,3,2563,Semi-Furnished,No,Yes,No,Yes,Covered,Yes,No,20058038,7826
PROP-9787,3,3,2571,Fully Furnished,No,Yes,No,Yes,Covered,Yes,Yes,23807460,9260
PROP-9788,2,2,1302,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,14351946,11023
PROP-9789,2,2,1319,Semi-Furnished,No,Yes,No,Yes,Covered,Yes,Yes,12382772,9388
PROP-9790,5,5,6852,Fully Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,98106936,14318
PROP-9791,2,3,1257,Fully Furnished,No,Yes,No,No,Open,Yes,Yes,9696498,7714
PROP-9792,2,3,990,Semi-Furnished,No,Yes,No,Yes,Covered,Yes,Yes,9770310,9869
PROP-9793,5,5,7326,Semi-Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,96783786,13211
PROP-9794,4,4,3686,Unfurnished,Yes,No,Yes,Yes,Covered,Yes,Yes,42916098,11643
PROP-9795,5,5,7707,Semi-Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,95443488,12384
PROP-9796,2,2,973,Unfurnished,No,Yes,Yes,Yes,Covered,Yes,Yes,9779623,10051
PROP-9797,4,4,4869,Fully Furnished,Yes,Yes,No,No,Covered,Yes,Yes,62985384,12936
PROP-9798,1,2,780,Fully Furnished,Yes,Yes,Yes,Yes,Open,Yes,Yes,9196980,11791
PROP-9799,3,3,1964,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,18640324,9491
PROP-9800,3,4,2044,Semi-Furnished,No,Yes,No,Yes,Covered,Yes,Yes,17574312,8598
PROP-9801,2,2,1431,Semi-Furnished,No,Yes,No,No,Covered,Yes,Yes,15318855,10705
PROP-9802,5,5,6758,Fully Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,75399006,11157
PROP-9803,2,2,1221,Unfurnished,No,Yes,No,No,Open,Yes,Yes,11548218,9458
PROP-9804,3,3,1945,Unfurnished,Yes,Yes,No,No,Covered,Yes,Yes,23641475,12155
PROP-9805,2,3,965,Fully Furnished,No,Yes,No,Yes,Open,Yes,Yes,7591655,7867
PROP-9806,4,5,4964,Semi-Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,47465768,9562
PROP-9807,4,5,3312,Semi-Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,26900064,8122
PROP-9808,2,3,1407,Semi-Furnished,No,Yes,No,No,Open,Yes,Yes,14884653,10579
PROP-9809,2,2,1294,Unfurnished,Yes,No,No,No,Covered,Yes,Yes,12214066,9439
PROP-9810,3,3,1972,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,21973996,11143
PROP-9811,4,5,3896,Unfurnished,Yes,Yes,No,No,Private Garage,Yes,Yes,41063840,10540
PROP-9812,3,3,2119,Unfurnished,No,No,No,Yes,Open,Yes,No,15693314,7406
PROP-9813,3,3,2397,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,27476811,11463
PROP-9814,1,1,465,Unfurnished,Yes,Yes,No,No,,Yes,Yes,4955505,10657
PROP-9815,3,3,1708,Fully Furnished,No,Yes,No,Yes,Covered,Yes,Yes,14769076,8647
PROP-9816,3,4,1553,Unfurnished,Yes,Yes,No,Yes,Covered,Yes,Yes,17912302,11534
PROP-9817,4,4,4417,Semi-Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,43215928,9784
PROP-9818,4,5,4574,Fully Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,55784504,12196
PROP-9819,1,1,668,Fully Furnished,Yes,Yes,No,Yes,,Yes,Yes,7708052,11539
PROP-9820,2,2,1373,Unfurnished,No,Yes,No,No,Open,Yes,Yes,14443960,10520
PROP-9821,3,4,2405,Unfurnished,No,Yes,No,No,Covered,Yes,Yes,19030765,7913
PROP-9822,4,5,4430,Unfurnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,51901880,11716
PROP-9823,3,4,1794,Semi-Furnished,No,Yes,No,No,Open,Yes,Yes,15849990,8835
PROP-9824,3,4,2343,Fully Furnished,Yes,Yes,No,No,Open,Yes,Yes,20969850,8950
PROP-9825,3,3,2186,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,24159672,11052
PROP-9826,3,3,2352,Fully Furnished,No,No,No,Yes,Open,Yes,No,13641600,5800
PROP-9827,4,4,4603,Unfurnished,Yes,Yes,Yes,Yes,Private Garage,Yes,Yes,46628390,10130
PROP-9828,2,2,1121,Semi-Furnished,No,Yes,No,Yes,Open,Yes,Yes,9830049,8769
PROP-9829,1,2,723,Unfurnished,No,Yes,No,No,Open,Yes,Yes,5404425,7475
PROP-9830,3,3,2410,Semi-Furnished,Yes,Yes,No,No,Covered,Yes,Yes,27580040,11444
PROP-9831,3,3,1725,Unfurnished,Yes,Yes,No,Yes,Open,Yes,Yes,18495450,10722
PROP-9832,4,4,2907,Semi-Furnished,Yes,No,No,Yes,Private Garage,Yes,Yes,27881037,9591
PROP-9833,4,4,3065,Semi-Furnished,Yes,Yes,No,No,Covered,Yes,Yes,26650175,8695
PROP-9834,3,3,2438,Fully Furnished,No,Yes,No,No,Covered,No,Yes,30428678,12481
PROP-9835,1,1,599,Semi-Furnished,No,Yes,No,No,Open,Yes,Yes,4639854,7746
PROP-9836,4,5,2808,Semi-Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,29085264,10358
PROP-9837,2,2,1161,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,9584055,8255
PROP-9838,1,2,492,Semi-Furnished,Yes,Yes,No,Yes,Open,Yes,Yes,4352724,8847
PROP-9839,3,3,2508,Semi-Furnished,No,No,No,No,Open,Yes,Yes,20021364,7983
PROP-9840,5,6,5810,Unfurnished,Yes,Yes,No,No,Covered,Yes,Yes,53957470,9287
PROP-9841,3,3,2519,Unfurnished,No,Yes,No,Yes,Covered,Yes,Yes,25283203,10037
PROP-9842,2,2,1162,Fully Furnished,No,Yes,No,Yes,Covered,Yes,Yes,14070658,12109
PROP-9843,3,4,1754,Fully Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,21254972,12118
PROP-9844,4,5,3638,Semi-Furnished,Yes,Yes,No,Yes,Private Garage,Yes,Yes,38075308,10466
PROP-9845,4,5,3702,Unfurnished,Yes,Yes,Yes,Yes,Private Garage,Yes,Yes,51654006,13953
PROP-9846,4,4,4134,Semi-Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,37619400,9100
PROP-9847,3,4,2217,Semi-Furnished,No,Yes,No,No,Open,Yes,Yes,23052366,10398
PROP-9848,4,4,4927,Semi-Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,45771830,9290
PROP-9849,4,4,3444,Fully Furnished,Yes,Yes,No,No,Covered,Yes,Yes,42388752,12308
PROP-9850,2,3,1039,Semi-Furnished,Yes,Yes,No,Yes,Open,Yes,Yes,8436680,8120
PROP-9851,1,2,519,Fully Furnished,No,Yes,No,Yes,Open,Yes,Yes,5210241,10039
PROP-9852,5,5,8264,Semi-Furnished,Yes,Yes,No,No,Covered,Yes,Yes,82937504,10036
PROP-9853,5,5,9900,Semi-Furnished,Yes,Yes,Yes,Yes,Private Garage,Yes,No,99326700,10033
PROP-9854,3,3,1704,Unfurnished,No,Yes,No,No,Covered,Yes,Yes,18249840,10710
PROP-9855,3,4,1949,Fully Furnished,No,Yes,Yes,Yes,Covered,Yes,Yes,23857709,12241
PROP-9856,2,3,912,Fully Furnished,No,Yes,No,No,Open,Yes,Yes,9910704,10867
PROP-9857,2,2,1358,Unfurnished,No,Yes,No,No,Open,Yes,Yes,11752132,8654
PROP-9858,2,3,1293,Fully Furnished,No,Yes,No,No,Covered,Yes,Yes,10757760,8320
PROP-9859,2,3,1419,Semi-Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,10645338,7502
PROP-9860,2,2,1325,Unfurnished,No,Yes,No,No,Open,Yes,Yes,14549825,10981
PROP-9861,3,3,1553,Fully Furnished,No,Yes,No,No,Open,Yes,Yes,13124403,8451
PROP-9862,4,5,3207,Semi-Furnished,Yes,Yes,Yes,Yes,Covered,No,Yes,35283414,11002
PROP-9863,4,4,2920,Fully Furnished,Yes,Yes,No,No,Private Garage,Yes,Yes,35083800,12015
PROP-9864,4,4,3262,Unfurnished,Yes,Yes,No,No,Private Garage,Yes,Yes,35360080,10840
PROP-9865,4,4,3716,Unfurnished,Yes,Yes,Yes,Yes,Private Garage,Yes,Yes,44250128,11908
PROP-9866,3,4,2042,Unfurnished,No,No,No,No,Covered,No,Yes,17246732,8446
PROP-9867,2,3,933,Unfurnished,No,Yes,No,No,Open,Yes,Yes,6865014,7358
PROP-9868,2,2,1265,Fully Furnished,No,Yes,Yes,Yes,Open,Yes,Yes,12255320,9688
PROP-9869,1,1,679,Unfurnished,No,Yes,No,No,,Yes,Yes,4854850,7150
PROP-9870,3,3,1891,Unfurnished,No,Yes,Yes,Yes,Covered,Yes,Yes,17531461,9271
PROP-9871,4,5,3221,Unfurnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,41116065,12765
PROP-9872,3,3,2213,Unfurnished,No,Yes,Yes,Yes,Open,Yes,Yes,20277719,9163
PROP-9873,3,3,1911,Unfurnished,No,Yes,No,No,Open,Yes,Yes,16761381,8771
PROP-9874,2,3,1141,Semi-Furnished,Yes,Yes,Yes,Yes,Covered,Yes,Yes,13674885,11985
PROP-9875,1,1,732,Unfurnished,No,Yes,Yes,Yes,,Yes,Yes,6656808,9094
PROP-9876,2,3,1311,Fully Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,13475769,10279
PROP-9877,3,4,2293,Fully Furnished,Yes,Yes,No,Yes,Covered,Yes,Yes,29648490,12930
